"Country","Source_S","Dest_S","IO_Coeff"
"Italy","R&D","Agriculture",0.05691
"Italy","Other Business","Agriculture",1.37784
"Italy","Public","Agriculture",0.04934
"Italy","Education","Agriculture",0.00227
"Italy","Health","Agriculture",0.59929
"Italy","Other services","Agriculture",0.91266
"Italy","Private","Agriculture",4.04e-05
"Japan","Agriculture","Agriculture",27.57192
"Japan","Mining","Agriculture",0.05351
"Japan","Food","Agriculture",14.17975
"Japan","Textile","Agriculture",1.3998
"Japan","Wood","Agriculture",0.25018
"Japan","Paper","Agriculture",2.77932
"Japan","Petroleum","Agriculture",3.67582
"Japan","Chemicals","Agriculture",9.83246
"Japan","Plastic","Agriculture",1.82072
"Japan","Minerals","Agriculture",0.31989
"Japan","Basic metals","Agriculture",0.01242
"Japan","Metal products","Agriculture",0.62678
"Japan","Machinery n.e.c","Agriculture",0.46069
"Japan","Office","Agriculture",0
"Japan","Electrical","Agriculture",0.31374
"Japan","Communication","Agriculture",0.00619
"Japan","Medical","Agriculture",0.03428
"Japan","Auto","Agriculture",0.00127
"Japan","Other Transport","Agriculture",0.96713
"Japan","Other","Agriculture",0.28966
"Japan","Electricity","Agriculture",0.89052
"Japan","Construction","Agriculture",0.71574
"Japan","Retail","Agriculture",14.48869
"Japan","Hotels","Agriculture",1.03953
"Japan","Land Transport","Agriculture",3.77661
"Japan","Water Transport","Agriculture",0.83215
"Japan","Air Transport","Agriculture",0.19567
"Japan","Aux Transport","Agriculture",0.69158
"Japan","Post","Agriculture",0.20639
"Japan","Finance","Agriculture",9.35413
"Japan","Real State","Agriculture",0.08016
"Japan","Renting Mach","Agriculture",0.26666
"Japan","Computer","Agriculture",0.46195
"Japan","R&D","Agriculture",0.05965
"Japan","Other Business","Agriculture",0.08949
"Japan","Public","Agriculture",0.084
"Japan","Education","Agriculture",0.00231
"Japan","Health","Agriculture",0.40142
"Japan","Other services","Agriculture",1.76759
"Japan","Private","Agriculture",0.000224
"Korea","Agriculture","Agriculture",21.74305
"Korea","Mining","Agriculture",0.02887
"Korea","Food","Agriculture",33.6558
"Korea","Textile","Agriculture",0.93999
"Korea","Wood","Agriculture",1.05104
"Korea","Paper","Agriculture",0.66656
"Korea","Petroleum","Agriculture",3.70825
"Korea","Chemicals","Agriculture",11.34275
"Korea","Plastic","Agriculture",2.19728
"Korea","Minerals","Agriculture",0.10727
"Korea","Basic metals","Agriculture",0.30364
"Korea","Metal products","Agriculture",0.2926
"Korea","Machinery n.e.c","Agriculture",2.15966
"Korea","Office","Agriculture",0.0055
"Korea","Electrical","Agriculture",0.46851
"Korea","Communication","Agriculture",0.0311
"Korea","Medical","Agriculture",0.28767
"Korea","Auto","Agriculture",0.17803
"Korea","Other Transport","Agriculture",0.85783
"Korea","Other","Agriculture",0.11558
"Korea","Electricity","Agriculture",0.67416
"Korea","Construction","Agriculture",0.28109
"Korea","Retail","Agriculture",2.74045
"Korea","Hotels","Agriculture",0.59169
"Korea","Land Transport","Agriculture",1.37011
"Korea","Water Transport","Agriculture",0.20227
"Korea","Air Transport","Agriculture",0.05904
"Korea","Aux Transport","Agriculture",2.02771
"Korea","Post","Agriculture",0.58938
"Korea","Finance","Agriculture",6.98123
"Korea","Real State","Agriculture",0.5786
"Korea","Renting Mach","Agriculture",0.26135
"Korea","Computer","Agriculture",0.01649
"Korea","R&D","Agriculture",0.01873
"Korea","Other Business","Agriculture",1.97629
"Korea","Public","Agriculture",0.47387
"Korea","Education","Agriculture",0.01317
"Korea","Health","Agriculture",0.79772
"Korea","Other services","Agriculture",0.2056
"Korea","Private","Agriculture",9.55e-05
"Mexico","Agriculture","Agriculture",33.74761
"Mexico","Mining","Agriculture",0.10435
"Mexico","Food","Agriculture",18.31684
"Mexico","Textile","Agriculture",0.5971
"Mexico","Wood","Agriculture",0.17075
"Mexico","Paper","Agriculture",0.62675
"Mexico","Petroleum","Agriculture",3.65604
"Mexico","Chemicals","Agriculture",9.87743
"Mexico","Plastic","Agriculture",1.52562
"Mexico","Minerals","Agriculture",0.11827
"Mexico","Basic metals","Agriculture",0.17481
"Mexico","Metal products","Agriculture",1.25387
"Mexico","Machinery n.e.c","Agriculture",0.17303
"Mexico","Office","Agriculture",0.01129
"Mexico","Electrical","Agriculture",0.13023
"Mexico","Communication","Agriculture",0.00195
"Mexico","Medical","Agriculture",0.01164
"Mexico","Auto","Agriculture",0.66052
"Mexico","Other Transport","Agriculture",0.03096
"Mexico","Other","Agriculture",0.09645
"Mexico","Electricity","Agriculture",2.20285
"Mexico","Construction","Agriculture",0.60281
"Mexico","Retail","Agriculture",12.92493
"Mexico","Hotels","Agriculture",0.06002
"Mexico","Land Transport","Agriculture",3.86401
"Mexico","Water Transport","Agriculture",0.11724
"Mexico","Air Transport","Agriculture",0.09772
"Mexico","Aux Transport","Agriculture",0.74247
"Mexico","Post","Agriculture",0.79889
"Mexico","Finance","Agriculture",4.32869
"Mexico","Real State","Agriculture",0.07604
"Mexico","Renting Mach","Agriculture",0.67587
"Mexico","Computer","Agriculture",0.16203
"Mexico","R&D","Agriculture",0.02177
"Mexico","Other Business","Agriculture",1.99344
"Mexico","Public","Agriculture",0.00804
"Mexico","Education","Agriculture",0.00298
"Mexico","Health","Agriculture",0.00671
"Mexico","Other services","Agriculture",0.02765
"Mexico","Private","Agriculture",0.000315
"Netherlands","Agriculture","Agriculture",19.58805
"Netherlands","Mining","Agriculture",0.23302
"Netherlands","Food","Agriculture",21.60623
"Netherlands","Textile","Agriculture",0.31585
"Netherlands","Wood","Agriculture",0.27113
"Netherlands","Paper","Agriculture",0.34874
"Netherlands","Petroleum","Agriculture",1.01367
"Netherlands","Chemicals","Agriculture",3.68451
"Netherlands","Plastic","Agriculture",0.59754
"Netherlands","Minerals","Agriculture",0.35565
"Netherlands","Basic metals","Agriculture",0.01952
"Netherlands","Metal products","Agriculture",0.58061
"Netherlands","Machinery n.e.c","Agriculture",2.9404
"Netherlands","Office","Agriculture",0.32215
"Netherlands","Electrical","Agriculture",0
"Netherlands","Communication","Agriculture",0.31104
"Netherlands","Medical","Agriculture",0.08887
"Netherlands","Auto","Agriculture",0.01058
"Netherlands","Other Transport","Agriculture",0.26454
"Netherlands","Other","Agriculture",0.25637
"Netherlands","Electricity","Agriculture",8.0671
"Netherlands","Construction","Agriculture",1.0952
"Netherlands","Retail","Agriculture",16.96078
"Netherlands","Hotels","Agriculture",0.11176
"Netherlands","Land Transport","Agriculture",2.34023
"Netherlands","Water Transport","Agriculture",0.02992
"Netherlands","Air Transport","Agriculture",0.01856
"Netherlands","Aux Transport","Agriculture",0.43043
"Netherlands","Post","Agriculture",0.79124
"Netherlands","Finance","Agriculture",5.70192
"Netherlands","Real State","Agriculture",0.0491
"Netherlands","Renting Mach","Agriculture",0.16289
"Netherlands","Computer","Agriculture",0.09398
"Netherlands","R&D","Agriculture",0.11904
"Netherlands","Other Business","Agriculture",6.47194
"Netherlands","Public","Agriculture",0.59004
"Netherlands","Education","Agriculture",0.14728
"Netherlands","Health","Agriculture",2.02257
"Netherlands","Other services","Agriculture",1.98636
"Netherlands","Private","Agriculture",0.00117
"New Zealand","Agriculture","Agriculture",28.34494
"New Zealand","Mining","Agriculture",0.45183
"New Zealand","Food","Agriculture",15.40167
"New Zealand","Textile","Agriculture",0.64156
"New Zealand","Wood","Agriculture",0.38732
"New Zealand","Paper","Agriculture",0.7941
"New Zealand","Petroleum","Agriculture",2.96246
"New Zealand","Chemicals","Agriculture",9.91619
"New Zealand","Plastic","Agriculture",0.847
"New Zealand","Minerals","Agriculture",0.46833
"New Zealand","Basic metals","Agriculture",0.21697
"New Zealand","Metal products","Agriculture",1.12116
"New Zealand","Machinery n.e.c","Agriculture",2.10133
"New Zealand","Office","Agriculture",0.08667
"New Zealand","Electrical","Agriculture",0.22877
"New Zealand","Communication","Agriculture",0.0613
"New Zealand","Medical","Agriculture",0.06157
"New Zealand","Auto","Agriculture",0.32435
"New Zealand","Other Transport","Agriculture",0.50665
"New Zealand","Other","Agriculture",0.27733
"New Zealand","Electricity","Agriculture",2.72178
"New Zealand","Construction","Agriculture",1.61357
"New Zealand","Retail","Agriculture",13.97342
"New Zealand","Hotels","Agriculture",0.36075
"New Zealand","Land Transport","Agriculture",2.67967
"New Zealand","Water Transport","Agriculture",0.20642
"New Zealand","Air Transport","Agriculture",0.18653
"New Zealand","Aux Transport","Agriculture",0.63573
"New Zealand","Post","Agriculture",0.62383
"New Zealand","Finance","Agriculture",5.72288
"New Zealand","Real State","Agriculture",0.72567
"New Zealand","Renting Mach","Agriculture",0.71928
"New Zealand","Computer","Agriculture",0.14304
"New Zealand","R&D","Agriculture",0.07177
"New Zealand","Other Business","Agriculture",2.11073
"New Zealand","Public","Agriculture",0.47353
"New Zealand","Education","Agriculture",0.09329
"New Zealand","Health","Agriculture",0.99204
"New Zealand","Other services","Agriculture",0.74277
"New Zealand","Private","Agriculture",0.00179
"Norway","Agriculture","Agriculture",13.62817
"Norway","Mining","Agriculture",0.61512
"Norway","Food","Agriculture",32.87762
"Norway","Textile","Agriculture",0.67158
"Norway","Wood","Agriculture",0.1144
"Norway","Paper","Agriculture",1.75255
"Norway","Petroleum","Agriculture",3.50684
"Norway","Chemicals","Agriculture",6.92184
"Norway","Plastic","Agriculture",1.41428
"Norway","Minerals","Agriculture",0.38643
"Norway","Basic metals","Agriculture",0.10887
"Norway","Metal products","Agriculture",0.85294
"Norway","Machinery n.e.c","Agriculture",3.15414
"Norway","Office","Agriculture",0.52996
"Norway","Electrical","Agriculture",0.54733
"Norway","Communication","Agriculture",0.06643
"Norway","Medical","Agriculture",0.18833
"Norway","Auto","Agriculture",0.01966
"Norway","Other Transport","Agriculture",4.07881
"Norway","Other","Agriculture",0.14774
"Norway","Electricity","Agriculture",1.87394
"Norway","Construction","Agriculture",4.92923
"Norway","Retail","Agriculture",7.79034
"Norway","Hotels","Agriculture",0.07854
"Norway","Land Transport","Agriculture",1.93993
"Norway","Water Transport","Agriculture",0.3117
"Norway","Air Transport","Agriculture",0.17115
"Norway","Aux Transport","Agriculture",0.29969
"Norway","Post","Agriculture",0.95838
"Norway","Finance","Agriculture",5.09819
"Norway","Real State","Agriculture",0.01378
"Norway","Renting Mach","Agriculture",0.14001
"Norway","Computer","Agriculture",0.26635
"Norway","R&D","Agriculture",0.03157
"Norway","Other Business","Agriculture",2.66028
"Norway","Public","Agriculture",0.24735
"Norway","Education","Agriculture",0.07515
"Norway","Health","Agriculture",1.44329
"Norway","Other services","Agriculture",0.0881
"Norway","Private","Agriculture",0
"Portugal","Agriculture","Agriculture",22.60856
"Portugal","Mining","Agriculture",0.06102
"Portugal","Food","Agriculture",28.65345
"Portugal","Textile","Agriculture",0.11357
"Portugal","Wood","Agriculture",0.20098
"Portugal","Paper","Agriculture",1.37273
"Portugal","Petroleum","Agriculture",2.18656
"Portugal","Chemicals","Agriculture",6.34484
"Portugal","Plastic","Agriculture",0.08049
"Portugal","Minerals","Agriculture",0.62995
"Portugal","Basic metals","Agriculture",0.03897
"Portugal","Metal products","Agriculture",0.55024
"Portugal","Machinery n.e.c","Agriculture",0.89866
"Portugal","Office","Agriculture",0.03865
"Portugal","Electrical","Agriculture",0.00879
"Portugal","Communication","Agriculture",0.00527
"Portugal","Medical","Agriculture",0.00134
"Portugal","Auto","Agriculture",0.00757
"Portugal","Other Transport","Agriculture",0.0214
"Portugal","Other","Agriculture",0.01245
"Portugal","Electricity","Agriculture",2.11181
"Portugal","Construction","Agriculture",1.02795
"Portugal","Retail","Agriculture",18.75646
"Portugal","Hotels","Agriculture",0.13394
"Portugal","Land Transport","Agriculture",1.25573
"Portugal","Water Transport","Agriculture",0.000622
"Portugal","Air Transport","Agriculture",0.23763
"Portugal","Aux Transport","Agriculture",0.03201
"Portugal","Post","Agriculture",0.1687
"Portugal","Finance","Agriculture",8.30649
"Portugal","Real State","Agriculture",0.1404
"Portugal","Renting Mach","Agriculture",0.86237
"Portugal","Computer","Agriculture",0.00146
"Portugal","R&D","Agriculture",0.00529
"Portugal","Other Business","Agriculture",1.83958
"Portugal","Public","Agriculture",0.24747
"Portugal","Education","Agriculture",0.09919
"Portugal","Health","Agriculture",0.85986
"Portugal","Other services","Agriculture",0.07752
"Portugal","Private","Agriculture",4.82e-05
"SouthAfrica","Agriculture","Agriculture",28.34494
"SouthAfrica","Mining","Agriculture",0.45183
"SouthAfrica","Food","Agriculture",15.40167
"SouthAfrica","Textile","Agriculture",0.64156
"SouthAfrica","Wood","Agriculture",0.38732
"SouthAfrica","Paper","Agriculture",0.7941
"SouthAfrica","Petroleum","Agriculture",2.96246
"SouthAfrica","Chemicals","Agriculture",9.91619
"SouthAfrica","Plastic","Agriculture",0.847
"SouthAfrica","Minerals","Agriculture",0.46833
"SouthAfrica","Basic metals","Agriculture",0.21697
"SouthAfrica","Metal products","Agriculture",1.12116
"SouthAfrica","Machinery n.e.c","Agriculture",2.10133
"SouthAfrica","Office","Agriculture",0.08667
"SouthAfrica","Electrical","Agriculture",0.22877
"SouthAfrica","Communication","Agriculture",0.0613
"SouthAfrica","Medical","Agriculture",0.06157
"SouthAfrica","Auto","Agriculture",0.32435
"SouthAfrica","Other Transport","Agriculture",0.50665
"SouthAfrica","Other","Agriculture",0.27733
"SouthAfrica","Electricity","Agriculture",2.72178
"SouthAfrica","Construction","Agriculture",1.61357
"SouthAfrica","Retail","Agriculture",13.97342
"SouthAfrica","Hotels","Agriculture",0.36075
"SouthAfrica","Land Transport","Agriculture",2.67967
"SouthAfrica","Water Transport","Agriculture",0.20642
"SouthAfrica","Air Transport","Agriculture",0.18653
"SouthAfrica","Aux Transport","Agriculture",0.63573
"SouthAfrica","Post","Agriculture",0.62383
"SouthAfrica","Finance","Agriculture",5.72288
"SouthAfrica","Real State","Agriculture",0.72567
"SouthAfrica","Renting Mach","Agriculture",0.71928
"SouthAfrica","Computer","Agriculture",0.14304
"SouthAfrica","R&D","Agriculture",0.07177
"SouthAfrica","Other Business","Agriculture",2.11073
"SouthAfrica","Public","Agriculture",0.47353
"SouthAfrica","Education","Agriculture",0.09329
"SouthAfrica","Health","Agriculture",0.99204
"SouthAfrica","Other services","Agriculture",0.74277
"SouthAfrica","Private","Agriculture",0.00179
